gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GNPDA1,207.1171016,-0.851740728,0.226246039,-3.764665818,0.000166772,0.000579572
PCDH12,884.2941058,0.240714216,0.20531793,1.172397445,0.241037525,0.348279071
SKP1,2076.609236,-0.398394383,0.119306591,-3.339248732,0.000840053,0.002514825
NUP155,10.56361096,0.457739722,0.609710245,0.7507496,0.452803366,0.568547351
PPP2CA,9.296905877,1.928034668,0.498691408,3.866187861,0.00011055,0.000398406
FGF1,233.2365014,1.311979623,0.168838261,7.770629794,7.81E-15,1.25E-13
C5orf15,72.09873838,7.829743565,0.740792547,10.56941461,4.13E-26,1.45E-24
PPWD1,312.6014113,0.060147755,0.136055034,0.442084009,0.658428415,0.750927804
LIFR,23.33250235,-2.855060041,0.460951965,-6.193834188,5.87E-10,5.21E-09
TRAPPC13,189.7774164,-1.243079717,0.378812492,-3.281517224,0.001032502,0.003024906
C9,752.1478054,-0.417703181,0.120740609,-3.459508638,0.000541162,0.001691265
SEC24A,1802.03446,0.326214602,0.115800663,2.817035707,0.004846914,0.012162088
TXNDC15,782.7898968,0.231903261,0.100139377,2.31580492,0.020568922,0.043832307
TTC33,1.590738912,-0.455421593,0.819064068,-0.556026825,0.578192517,0.682672506
RARS1,1273.877955,0.468317265,0.197056785,2.376559956,0.017474921,0.037976794
WWC1,1670.901658,-0.291859445,0.131552737,-2.218573718,0.026515739,0.054729952
TCERG1,22.26689704,-1.154866364,0.328614098,-3.514354284,0.000440824,0.001403141
DPYSL3,739.4692295,0.108546404,0.154220135,0.70384068,0.481531997,0.594974294
SMAD5,350.3170446,-2.033770999,0.349180237,-5.824416116,5.73E-09,4.39E-08
CSNK1A1,1817.801507,-2.053884637,0.427500389,-4.804404133,1.55E-06,7.97E-06
HMGXB3,35.19909466,-3.010655151,0.780927826,-3.855228424,0.000115622,0.000414959
ERGIC1,1.418184422,2.848935774,1.230035498,2.316141102,0.020550566,0.043803609
PDGFRB,107.8592806,-0.7219223,0.284341837,-2.538923955,0.011119399,0.025392822
CDX1,4912.254715,0.093044309,0.086006518,1.08182858,0.279328705,0.39076937
ATP6V0E1,187.1659403,-0.843281414,0.189411302,-4.452117718,8.50E-06,3.82E-05
BNIP1,15.88044628,2.120942131,0.447730253,4.737098105,2.17E-06,1.09E-05
STC2,1095.051997,0.149379376,0.20307948,0.735570999,0.461991817,0.577307174
HRH2,161.5728409,-1.222315529,0.247859545,-4.9314846,8.16E-07,4.39E-06
DBN1,1778.904303,0.322962387,0.096073522,3.361617008,0.000774875,0.002340301
ZNF346,661.5768077,0.232777137,0.123772995,1.88067791,0.060015746,0.110591276
UNC5A,462.1523787,0.453452684,0.181346592,2.50047536,0.012402676,0.027964554
EHHADH,584.1292499,0.531537928,0.261096048,2.03579461,0.041770984,0.0811328
CNTN3,9043.329733,-0.19749967,0.093005247,-2.123532555,0.03370925,0.067443597
SMC4,11.02747096,2.282562849,0.435714089,5.238671195,1.62E-07,9.84E-07
SELENOK,1483.700518,0.120182469,0.090192398,1.332512177,0.182691943,0.278530849
TBCCD1,1750.877135,-0.055611677,0.142264222,-0.390904166,0.695868075,0.781444931
TIMMDC1,949.2010088,0.27579063,0.184287531,1.49652355,0.134517276,0.21677964
CRBN,1226.61879,0.98343749,0.188894493,5.206279301,1.93E-07,1.16E-06
KNG1,3251.337389,-0.081081209,0.155159898,-0.522565497,0.601276656,0.702216716
BCL6,9.296375304,6.635022357,2.49584405,2.658428261,0.007850606,0.018644149
HGD,2029.823583,-0.4558235,0.256529001,-1.776888765,0.075586543,0.134348568
CLDN16,457.1407468,-1.829214494,0.310342979,-5.894170709,3.77E-09,2.96E-08
ARL6,617.6680752,-1.033433006,0.185031851,-5.585162773,2.33E-08,1.62E-07
NPHP3,26307.21097,0.291684792,0.178705524,1.632209156,0.102635433,0.173179168
CD86,1223.157696,-1.247341294,0.207735432,-6.004470605,1.92E-09,1.57E-08
AMOTL2,3005.219421,0.23827455,0.092449742,2.577341437,0.009956355,0.023016523
NIT2,3.348068382,0.625250097,0.553768406,1.129082284,0.258863124,0.368312558
FAM162A,8486.096879,0.432710721,0.112738096,3.838194318,0.000123942,0.000441813
OGG1,1613.705317,1.716007755,0.137920052,12.44204691,1.54E-35,9.70E-34
KPNA1,1385.143013,-0.089185299,0.226326163,-0.394056513,0.693539317,0.779448628
PCCB,140.8298341,0.148031281,0.357393291,0.414197145,0.678729733,0.767296939
UBE3A,3813.59003,-0.608605244,0.092398329,-6.586755959,4.50E-11,4.70E-10
ARMC8,927.8893436,0.278367971,0.219557843,1.267857101,0.204848986,0.305076845
CEP70,213.0147016,-0.732160376,0.272082099,-2.69095387,0.007124805,0.017124765
RBP1,1036.061947,0.766212791,0.161887075,4.733007814,2.21E-06,1.11E-05
SLC25A36,13.72405641,4.029826296,0.531332199,7.584381862,3.34E-14,5.00E-13
GRK7,1471.778657,-0.083941852,0.158390543,-0.529967574,0.596134413,0.698092127
RNF7,1439.775107,-0.225496226,0.266315453,-0.846726028,0.397147848,0.513925503
XRN1,898.907585,1.858923255,0.306349596,6.067980103,1.30E-09,1.09E-08
KAT2B,1853.234826,0.498035849,0.190399343,2.615743529,0.008903341,0.020853092
BCHE,113.3583361,-2.156997364,0.403138813,-5.350507805,8.77E-08,5.57E-07
WNT5A,5137.427257,-0.554484079,0.12388489,-4.475800732,7.61E-06,3.46E-05
PFKFB4,55.38437968,-1.56419441,0.319058452,-4.902532435,9.46E-07,5.02E-06
COL7A1,148.2445593,-2.390972698,0.420911808,-5.680460025,1.34E-08,9.73E-08
PRKAR2A,3800.300981,0.39111271,0.097773589,4.000187702,6.33E-05,0.00024048
HES1,3376.301701,-0.233754667,0.174380566,-1.340485771,0.180087467,0.275577316
USP4,76.28259318,-0.932752213,0.195721364,-4.765714873,1.88E-06,9.54E-06
ACAP2,7003.61219,-0.502995134,0.137479523,-3.658691283,0.000253506,0.000848516
ECT2,31.78702057,-2.858288144,0.503414797,-5.677799225,1.36E-08,9.88E-08
GNAT1,997.4963077,-2.047718094,0.230488263,-8.884261908,6.43E-19,1.43E-17
GNAI2,180.8802231,-1.359280715,0.346186188,-3.926444098,8.62E-05,0.000317635
TFG,513.8771778,-0.375982894,0.248363936,-1.513838526,0.130066799,0.210872053
TTTY15,385.3218803,0.644318127,0.399617306,1.612337897,0.106888431,0.178995494
HYAL1,10242.12678,-0.728131455,0.164768342,-4.419122311,9.91E-06,4.40E-05
TUSC2,135.7107627,4.528936052,0.368223991,12.29940515,9.12E-35,5.51E-33
NPRL2,410.5326735,0.656528031,0.197660133,3.32149949,0.000895351,0.002662573
RPL24,2805.900788,-0.488511261,0.165320619,-2.954932454,0.003127375,0.008235677
CYB561D2,756.9713124,1.047109514,0.123420756,8.484063341,2.17E-17,4.34E-16
C3orf14,2003.245609,-1.000280361,0.182973233,-5.46681251,4.58E-08,3.05E-07
FXR1,491.1494393,-0.095705418,0.196194784,-0.487808169,0.625685725,0.722869961
CBLB,91.79904081,0.599257279,0.199850075,2.998534172,0.002712817,0.007241185
BBX,1593.047454,1.741813773,0.36240565,4.806254458,1.54E-06,7.91E-06
GNB4,6893.361353,0.784794559,0.109078854,7.19474519,6.26E-13,8.21E-12
IQCG,17776.39607,1.097406805,0.119132646,9.211637949,3.21E-20,7.78E-19
GBE1,845.0331467,-1.161906486,0.245301536,-4.736645778,2.17E-06,1.09E-05
MORC1,19.89785044,1.718676693,0.48223528,3.563979582,0.000365274,0.001183101
UMPS,186.3194877,-0.404601159,0.240629879,-1.681425274,0.09268034,0.15905637
NCBP2,1.031935419,2.750199772,1.588377069,1.731452704,0.083371053,0.145620284
SNX4,882.8425152,0.637759476,0.139922508,4.557947704,5.17E-06,2.42E-05
C3orf52,0.709704942,2.273067246,1.18412608,1.919615896,0.054906435,0.102440678
FRMD4B,3236.444696,0.104341707,0.156161937,0.668163503,0.50402923,0.616282885
ROPN1B,2.348156441,0.804627365,0.775178663,1.037989567,0.299274912,0.411991076
PLXNA1,2641.7875,-0.667709381,0.104253831,-6.404650801,1.51E-10,1.47E-09
ATP6V1A,2740.009035,-0.934790481,0.171060369,-5.464681766,4.64E-08,3.08E-07
ABTB1,2848.838647,-0.133853644,0.135378057,-0.988739589,0.322790568,0.437385858
PODXL2,44.49560965,7.47772858,0.825476358,9.058682915,1.32E-19,3.07E-18
CSPG5,6.810347304,2.449863484,0.502678983,4.873614312,1.10E-06,5.77E-06
KLHL18,3844.897197,0.063431319,0.152914201,0.414816408,0.678276307,0.76710704
SCAP,3503.000979,0.144474186,0.252873728,0.571329364,0.567776401,0.673690803
EFCC1,526.2183691,-0.169021263,0.166301822,-1.016352442,0.309461584,0.423100866
CFAP92,7.568608634,0.212033599,0.498765505,0.425116807,0.670751526,0.761030842
MRPL3,992.9173301,0.548676406,0.17982716,3.051132026,0.002279803,0.006185505
PLSCR4,914.3058288,5.228174924,0.283219982,18.45976715,4.35E-76,1.29E-73
HEMK1,354.0610039,0.715616814,0.135012983,5.300355555,1.16E-07,7.20E-07
CISH,1.179258649,-2.655049311,1.477770377,-1.796658908,0.072389786,0.129512224
ACVR2B,549.7604451,3.812951133,0.305966835,12.46197526,1.20E-35,7.63E-34
WDR48,1.016222416,2.765114576,1.281693121,2.15739207,0.030975129,0.062744072
COMMD2,10591.55556,-0.495657261,0.087636014,-5.655862698,1.55E-08,1.11E-07
GORASP1,1515.897785,0.21992389,0.128141948,1.716252112,0.086115909,0.149597863
PEX5L,2076.260227,-0.507134835,0.114681508,-4.422115167,9.77E-06,4.34E-05
RRP9,206.3904886,-1.92564849,0.399966962,-4.81451888,1.48E-06,7.62E-06
ABCC5,1229.729536,0.584838369,0.117842475,4.96288259,6.95E-07,3.79E-06
AADAC,1432.27371,-0.156771946,0.1232128,-1.272367367,0.203242623,0.303138098
ABHD14B,0.994807401,-0.926697055,0.983027759,-0.942696731,0.345836046,0.461698852
EIF1B,10334.94579,-0.092665992,0.090842121,-1.020077371,0.307691768,0.421259186
ABHD14A-ACY1,87.82398509,-1.146941771,0.287559605,-3.988535775,6.65E-05,0.000251428
ARHGEF26,683.5792079,0.90551182,0.21902731,4.134241618,3.56E-05,0.000141976
KLHL24,876.4951129,1.026430741,0.154435466,6.646340808,3.00E-11,3.21E-10
PLCH1,907.0213402,0.092696735,0.173856565,0.533179375,0.593909417,0.69612359
VIPR1,106.874988,0.328265576,0.232345502,1.412833785,0.157704602,0.247079431
DNAH1,1373.849776,-0.652192509,0.283910435,-2.297176958,0.021608677,0.045815089
SSR3,40.09794561,1.729476667,0.390429565,4.4296765,9.44E-06,4.21E-05
ZBTB47,1670.307228,0.588107188,0.117198236,5.018054947,5.22E-07,2.91E-06
TNNC1,744.9266814,0.203349952,0.191038145,1.064446851,0.28712632,0.399039805
NKTR,4.845770561,-3.996018343,0.989660206,-4.037768034,5.40E-05,0.000207941
CLCN2,0.934459842,-1.042736916,1.549547614,-0.672929897,0.500991891,0.613462254
FOXP1,1663.229091,-2.258220749,0.404238129,-5.586362557,2.32E-08,1.61E-07
EIF4G1,23.44752715,1.713423618,0.591501798,2.896734422,0.003770688,0.009742666
SPCS1,0.526239469,-1.926455407,1.116584659,-1.725310653,0.084471503,0.147226615
NEK4,5.748086199,1.506936202,1.365664043,1.103445763,0.269833632,0.380456928
INO80D,131.9596056,7.868371373,0.646345536,12.17362994,4.30E-34,2.51E-32
EEF1B2,5833.838899,2.709599284,0.226262335,11.97547652,4.78E-33,2.62E-31
ADAM23,1870.545671,0.267628407,0.177110915,1.511078001,0.130768579,0.211754326
DGUOK,1237.43416,-0.134321052,0.139179557,-0.965091824,0.334498822,0.449848438
MOB1A,1907.18826,1.359514977,0.122393719,11.10771848,1.15E-28,4.72E-27
KANSL3,653.5113094,-0.454363883,0.13988304,-3.24816993,0.001161499,0.00336613
RTKN,24532.78092,-0.430945053,0.067089223,-6.423461638,1.33E-10,1.30E-09
TTL,1754.352019,0.214982294,0.104910746,2.049192305,0.040443314,0.078901897
IL1A,563.9959128,1.227034443,0.206940255,5.929413981,3.04E-09,2.43E-08
CCL20,4565.05729,-0.280529244,0.134071984,-2.092377812,0.036404732,0.072095856
PIKFYVE,0.959431292,3.420333397,1.304246882,2.622458558,0.008729788,0.020496622
KCNIP3,7.019904637,4.228530707,0.938945671,4.503488157,6.68E-06,3.06E-05
NCL,867.6457811,1.130023359,0.165902853,6.81135581,9.67E-12,1.11E-10
ACTR1B,8439.558822,-0.204795975,0.146180516,-1.400979974,0.161220062,0.25160441
SLC35F5,7641.124112,1.493960224,0.296680597,5.035584519,4.76E-07,2.67E-06
ZAP70,2468.3283,-0.361509816,0.221452607,-1.632447777,0.102585191,0.173111601
ACTR3,1895.785499,0.285663644,0.219648968,1.300546261,0.193413812,0.291389325
STEAP3,5409.752005,-0.231096904,0.119911998,-1.927220866,0.053952111,0.1009194
TFCP2L1,1807.707306,-0.167108885,0.172507025,-0.968707708,0.332691046,0.447955266
TP53I3,960.5374722,0.134316551,0.15081083,0.890629343,0.373128052,0.489215166
DNAJC27,663.8100831,0.357875098,0.176796312,2.024222644,0.042947249,0.083039153
POMC,74.87736948,-0.92758767,0.405463515,-2.28772167,0.022153735,0.046797632
STAM2,2419.289706,-0.110376653,0.15189854,-0.726647225,0.467442091,0.582357737
OTOF,917.2809049,0.043146213,0.08890573,0.485302945,0.627461467,0.724174338
GPD2,79.01026439,-0.129783999,0.248916097,-0.521396569,0.602090541,0.702790266
CENPA,188.8181725,1.156142553,0.373696196,3.09380338,0.001976084,0.005438772
ACVR1,4091.09672,-0.363968952,0.072632676,-5.011091047,5.41E-07,3.01E-06
TANC1,4970.513879,0.175313761,0.094336188,1.858393526,0.063113151,0.115380729
SLC30A3,2908.34115,1.128087021,0.25579739,4.410080257,1.03E-05,4.57E-05
MPV17,7.993726963,-2.940475764,0.64643696,-4.548743256,5.40E-06,2.51E-05
GTF3C2,474.4975482,2.325704548,0.499443606,4.656590893,3.21E-06,1.56E-05
NRBP1,1.605704176,-0.549179854,0.864882869,-0.634975988,0.525444075,0.635670482
FNDC4,166.4276818,5.028981835,0.365173967,13.77146863,3.78E-43,3.41E-41
ITGA4,1597.599706,-0.31980704,0.073397276,-4.357205865,1.32E-05,5.71E-05
PSMD14,3715.637786,0.306646593,0.119109549,2.574492107,0.010038738,0.023193005
SNX17,1527.836139,0.884755029,0.212131205,4.170791505,3.04E-05,0.000122816
GPR75-ASB3,1229.853618,-0.412698072,0.099687669,-4.139910939,3.47E-05,0.000138759
PDE1A,590.5753753,9.61239381,0.60513008,15.88483886,8.07E-57,1.22E-54
REEP6,2212.131986,-0.161831141,0.155649646,-1.039714161,0.298472719,0.411025153
PCSK4,1397.650534,-0.088227072,0.124101535,-0.710926514,0.477129775,0.590947809
GCG,579.5712633,0.300075861,0.229727039,1.306227869,0.191475078,0.2889707
APC2,1336.249457,1.064513078,0.234076179,4.547720677,5.42E-06,2.53E-05
IFIH1,325.9048689,-0.432231309,0.191573588,-2.25621555,0.024057135,0.050339597
GCA,2657.950981,-0.962079088,0.179660589,-5.354981261,8.56E-08,5.45E-07
INO80B,56.9633825,9.247960581,0.910038839,10.16216032,2.93E-24,9.22E-23
MOGS,2510.811338,6.306002541,0.3398922,18.55294866,7.72E-77,2.38E-74
TTC31,1173.371412,-1.250187206,0.419137154,-2.982763978,0.002856582,0.007590249
NDUFS7,4892.195935,-0.149302229,0.067177758,-2.222494957,0.026249874,0.054239514
PCGF1,10.26081259,-1.122738357,0.448933874,-2.500899177,0.012387844,0.027935799
GRB14,165.9361334,1.048405658,0.19252143,5.445656916,5.16E-08,3.41E-07
CLIP4,163.0140781,-0.965697689,0.209640002,-4.60645716,4.10E-06,1.95E-05
TLX2,39.89163055,-2.460923937,0.37218231,-6.61214645,3.79E-11,4.00E-10
SPTBN1,3013.973801,0.590588332,0.241542293,2.445072144,0.014482317,0.032133239
AUP1,3610.596998,-0.361794033,0.132030775,-2.740225017,0.006139713,0.015013527
RTN4,538.4805553,0.865185236,0.184791677,4.681949159,2.84E-06,1.40E-05
LOXL3,2171.144768,-3.811551228,1.030781593,-3.697729231,0.000217537,0.000737583
DOK1,34.35467144,1.945639128,0.327498378,5.940912262,2.83E-09,2.27E-08
GALNT3,2929.880849,-0.351147934,0.127971411,-2.743956111,0.006070365,0.014873723
POLE4,763.615892,-0.382152551,0.213107589,-1.793237648,0.072934933,0.130374709
TACR1,913.1275962,-0.371076837,0.240178615,-1.545003649,0.122345381,0.200225916
CCDC88A,4.595112406,3.051499835,0.917342434,3.326456645,0.000879577,0.002620012
ACADL,10909.45834,0.441272291,0.172753274,2.554349796,0.010638632,0.024427768
EVA1A,989.2561558,0.264382354,0.263455362,1.003518595,0.31561071,0.4298355
MRPL19,1.563330354,1.80089404,0.964302976,1.867560389,0.061823372,0.113378006
LANCL1,1.10809443,1.359421979,0.958186502,1.418744656,0.155973473,0.244823111
WDR75,451.931406,0.838898785,0.151319191,5.543902118,2.96E-08,2.03E-07
EFEMP1,182.5780272,9.970958275,0.847408069,11.76641885,5.81E-32,3.05E-30
REG1A,4323.970354,-0.072525672,0.1133656,-0.639750261,0.522334974,0.632735185
FANCL,2721.469299,0.303428191,0.086970102,3.488879336,0.00048505,0.001531755
FN1,18.36659918,7.610733985,0.993864995,7.6577141,1.89E-14,2.91E-13
STAT1,1.782396802,-0.425956235,1.025879157,-0.415210926,0.677987501,0.76694179
GLS,67.128303,0.665324909,0.49985333,1.331040267,0.183175762,0.279078486
DNAH6,1243.986877,-0.114477225,0.124986122,-0.915919493,0.359709122,0.475337321
UNC50,444.5800913,-0.720091054,0.281659532,-2.556601044,0.010570037,0.024280637
IGFBP2,2388.447353,-0.505217853,0.125551844,-4.023977963,5.72E-05,0.000219594
IGFBP5,944.4496493,-0.350755917,0.111249815,-3.15286743,0.001616752,0.004532978
USP34,4387.67068,-0.417067744,0.088536357,-4.710694637,2.47E-06,1.22E-05
EFHD1,3623.730568,0.389659364,0.078528434,4.962016238,6.98E-07,3.80E-06
KCNJ13,10129.00475,-0.400079495,0.092857215,-4.308545041,1.64E-05,6.99E-05
CCT4,3054.968443,1.181124922,0.12455185,9.482997779,2.47E-21,6.47E-20
GGCX,4434.682876,0.273409911,0.141175766,1.936663205,0.052786526,0.099066358
NEU2,1522.334112,-1.393737263,0.194525897,-7.164790299,7.79E-13,1.01E-11
EHBP1,1655.523165,0.363568416,0.134654983,2.699999725,0.006933953,0.016724382
OTX1,27026.86027,-0.548227123,0.177940648,-3.080954967,0.002063379,0.005654251
TXNDC9,6778.595016,0.059106274,0.111792452,0.528714353,0.597003619,0.698898964
COQ10B,8.217648637,1.538670514,0.719798152,2.137641658,0.032545838,0.065398299
GNLY,26.45254207,5.562145074,0.630906135,8.816121399,1.18E-18,2.58E-17
SF3B1,2356.348043,-1.014009749,0.146107872,-6.940144536,3.92E-12,4.68E-11
ST3GAL5,4968.916854,-0.744545822,0.171055666,-4.352652203,1.35E-05,5.81E-05
PDCL3,344.1031386,0.402741328,0.140097036,2.874731252,0.004043715,0.010373311
MOB4,1127.556266,-0.209731445,0.209058795,-1.003217517,0.315755923,0.429956662
HSPE1,966.9184187,0.360729109,0.207808381,1.735873724,0.082586165,0.144587661
KDM3A,4196.179617,-0.402829271,0.09061706,-4.445402128,8.77E-06,3.94E-05
PLCD4,1607.540981,-0.741207712,0.14497548,-5.11264188,3.18E-07,1.84E-06
CHMP3,6591.973472,0.419490136,0.181948013,2.305549422,0.021135822,0.044894411
ZNF142,7332.719052,-0.563723727,0.180036035,-3.131171639,0.001741104,0.004848246
IL1R2,957.2224847,0.478511391,0.136140596,3.514832504,0.000440031,0.001400948
PRKAG3,1306.418828,0.84028141,0.240166435,3.498746238,0.000467451,0.001479308
SMYD1,3465.600808,1.145338016,0.1348682,8.492276277,2.03E-17,4.05E-16
IL1R1,153.2582427,0.830875471,0.366714715,2.265727112,0.023468097,0.049229416
IL1RL2,40.72334754,-1.846075706,0.507253482,-3.639355415,0.000273321,0.000907828
IL1RL1,7807.338315,1.385779173,0.402037649,3.446889061,0.000567081,0.00176529
IL18R1,298.249941,0.703252737,0.264925828,2.654526901,0.007941971,0.01882619
SLC9A2,3448.395479,0.367911117,0.136781629,2.689769955,0.007150129,0.017176416
FHL2,845.3355682,-0.125938874,0.160840968,-0.783002466,0.433625664,0.550304878
MLPH,1547.437222,-0.670705633,0.170990433,-3.922474628,8.76E-05,0.000322474
CNPPD1,1868.665234,-0.172343389,0.144205073,-1.195127091,0.232037379,0.337795815
UXS1,6544.525471,0.381829273,0.158281636,2.412340961,0.015850451,0.034815286
ABCB6,2213.283179,0.794199703,0.231244617,3.434457046,0.000593742,0.00184082
STK16,907.4493155,0.4526707,0.164601928,2.750093551,0.005957825,0.01462873
SLC5A7,8.727616473,0.529327785,0.659831654,0.802216416,0.422427782,0.539533493
HDLBP,190.7130915,-0.98053003,0.230757435,-4.249180653,2.15E-05,8.95E-05
PPP1R7,1985.460982,-0.416895667,0.144743974,-2.880228139,0.003973875,0.010212673
PASK,77.97089484,1.154309666,0.331359102,3.483561068,0.00049479,0.001559948
STK25,86.88415615,-0.164323824,0.383042821,-0.428995964,0.667926162,0.758786256
TPO,2628.490084,-0.993206509,0.201532995,-4.928257586,8.30E-07,4.46E-06
ID2,4471.982881,0.107508095,0.079200023,1.357425055,0.174646192,0.268872694
TAF1B,1.557535862,-1.900517985,1.623299254,-1.170774877,0.241689279,0.349033139
ODC1,2774.758395,0.306845599,0.160263378,1.914633298,0.055539285,0.103484903
BIRC6,7.646159359,-0.961358137,0.687898821,-1.397528398,0.162254733,0.252919903
NOL10,626.1600883,-0.099872098,0.216787021,-0.460692238,0.645019425,0.739452778
PLEKHB2,0.934593041,0.585347303,0.990032724,0.591240359,0.554359385,0.661568191
GORASP2,1259.295396,1.208244406,0.355431563,3.399372854,0.000675406,0.002068238
PRKD3,897.2895085,5.053089428,0.36925704,13.68447689,1.26E-42,1.10E-40
DCAF17,1156.796483,0.77416414,0.199137606,3.887583853,0.000101247,0.000367705
QPCT,229.9527336,1.831319835,0.554811856,3.300794343,0.000964115,0.002844256
RAB3GAP1,1774.434512,0.215900825,0.28334288,0.761977238,0.446073589,0.56233144
SLC25A12,0.868814369,-0.569463019,1.161563613,-0.49025556,0.62395307,0.721395405
RMDN2,1899.223722,-0.07174657,0.120747108,-0.594188727,0.552385892,0.659835828
DLX2,1142.28074,-0.478681646,0.127847559,-3.744159436,0.000180999,0.000624571
LCT,4724.939418,-0.196837677,0.13600144,-1.447320539,0.147807169,0.234456963
