"B3_TKR181100057_sc1" "B3_TKR181100057_sc2" "B3_TKR181100057_sc3" "B3_TKR181100057_sc4" "B3_TKR181100057_sc5" "B3_TKR181100057_sc6" "B3_TKR181100057_sc7" "B3_TKR181100057_sc9" "B3_TKR181100057_sc10" "B3_TKR181100057_sc11" "B3_TKR181100057_sc12" "B3_TKR181100057_sc13" "B3_TKR181100057_sc14" "B3_TKR181100057_sc15" "B3_TKR181100057_sc16" "B3_TKR181100057_sc17" "B3_TKR181100057_sc18" "B3_TKR181100057_sc20" "B3_TKR181100057_sc21" "B3_TKR181100057_sc24" "B3_TKR181100057_sc25" "B3_TKR181100057_sc26" "B3_TKR181100057_sc27" "B3_TKR181100057_sc28" "B3_TKR181100057_sc29" "B3_TKR181100057_sc30" "B3_TKR181100057_sc32" "B3_TKR181100057_sc33" "B3_TKR181100057_sc35" "B3_TKR181100057_sc36" "B3_TKR181100057_sc37" "B3_TKR181100057_sc38" "B3_TKR181100057_sc40" "B3_TKR181100057_sc41" "B3_TKR181100057_sc42" "B3_TKR181100057_sc43" "B3_TKR181100057_sc46" "B3_TKR181100057_sc47" "B3_TKR181100057_sc48" "YS8_TKR181100059_sc49" "YS8_TKR181100059_sc50" "YS8_TKR181100059_sc51" "YS8_TKR181100059_sc52" "YS8_TKR181100059_sc53" "YS8_TKR181100059_sc54" "YS8_TKR181100059_sc55" "YS8_TKR181100059_sc56" "YS8_TKR181100059_sc57" "YS8_TKR181100059_sc58" "YS8_TKR181100059_sc59" "YS8_TKR181100059_sc61" "YS8_TKR181100059_sc62" "YS8_TKR181100059_sc63" "YS8_TKR181100059_sc64" "YS8_TKR181100059_sc65" "YS8_TKR181100059_sc66" "YS8_TKR181100059_sc67" "YS8_TKR181100059_sc68" "YS8_TKR181100059_sc69" "YS8_TKR181100059_sc70" "YS8_TKR181100059_sc71" "YS8_TKR181100059_sc72" "YS8_TKR181100059_sc74" "YS8_TKR181100059_sc75" "YS8_TKR181100059_sc77" "YS8_TKR181100059_sc78" "YS8_TKR181100059_sc79" "YS8_TKR181100059_sc80" "YS8_TKR181100059_sc82" "YS8_TKR181100059_sc83" "YS8_TKR181100059_sc84" "YS8_TKR181100059_sc86" "YS8_TKR181100059_sc87" "YS8_TKR181100059_sc88" "YS8_TKR181100059_sc89" "YS8_TKR181100059_sc90" "YS8_TKR181100059_sc91" "YS8_TKR181100059_sc92" "YS8_TKR181100059_sc93" "YS8_TKR181100059_sc94" "YS8_TKR181100059_sc95" "YS8_TKR181100059_sc96" "H4_TKR181100060_sc49" "H4_TKR181100060_sc50" "H4_TKR181100060_sc51" "H4_TKR181100060_sc52" "H4_TKR181100060_sc53" "H4_TKR181100060_sc54" "H4_TKR181100060_sc55" "H4_TKR181100060_sc56" "H4_TKR181100060_sc57" "H4_TKR181100060_sc58" "H4_TKR181100060_sc59" "H4_TKR181100060_sc61" "H4_TKR181100060_sc62" "H4_TKR181100060_sc63" "H4_TKR181100060_sc64" "H4_TKR181100060_sc65" "H4_TKR181100060_sc66" "H4_TKR181100060_sc68" "H4_TKR181100060_sc69"
"UCHL1" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 24 0 0 0 0 0 1 1 29 27 0 0 3 0 0 19 3 0 15 4 0 10 2 10 16 15 25 2 1 0 1 0 0 0 14 0 14 1 1 0 3 4 12 11 8 1 0 0 0 1 1 0 47 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"UCHL1-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCHL3" 0 5 0 0 2 1 1 4 11 3 6 7 1 7 28 1 0 3 1 2 0 13 2 1 8 15 3 7 1 0 0 0 0 23 0 3 0 0 0 0 10 22 4 4 0 20 0 0 31 0 0 8 13 0 3 0 1 0 10 9 0 1 0 0 10 4 0 0 0 9 9 25 0 0 1 3 0 8 2 0 2 6 15 2 10 33 6 35 0 15 0 0 7 1 10 0 1 9 18 15 0
"UCHL5" 0 3 2 1 0 0 0 2 2 12 4 1 2 3 9 1 12 1 2 2 0 0 10 8 31 8 7 2 8 13 0 0 0 1 1 4 0 11 0 14 0 58 2 0 13 29 0 0 36 4 1 33 12 9 2 21 1 24 2 10 0 20 0 0 23 0 11 0 0 5 1 9 0 0 7 7 0 15 1 0 2 5 26 1 4 0 0 103 63 3 6 8 0 22 25 0 0 6 0 0 0
"UCK1" 0 0 0 0 0 0 2 1 8 2 4 0 0 0 0 0 1 7 0 6 0 0 0 0 0 0 12 5 1 0 0 0 0 1 3 0 0 0 0 0 0 19 8 0 0 15 1 0 1 4 0 1 0 0 0 0 1 20 0 13 1 1 0 0 0 0 0 0 0 0 5 0 0 0 5 0 0 0 0 0 0 0 0 0 43 1 0 0 98 0 0 2 0 1 0 0 0 0 0 0 0
"UCK2" 0 0 0 0 0 0 0 6 7 0 0 0 0 0 3 0 0 0 0 0 0 6 1 0 13 0 0 0 0 0 1 0 0 4 2 1 0 0 5 8 0 6 1 0 0 33 0 0 1 2 0 0 0 0 0 0 0 0 0 14 0 0 0 1 2 1 0 3 0 0 5 0 0 0 0 0 3 8 1 0 0 0 2 0 0 1 0 1 3 0 0 0 1 0 0 0 0 0 0 0 0
"UCKL1" 1 0 1 0 0 0 0 2 0 5 0 0 0 0 5 0 10 1 1 0 0 29 0 3 4 0 18 1 0 0 24 0 1 1 2 0 0 2 22 1 10 0 0 0 0 0 0 0 1 3 0 0 3 2 3 1 3 0 1 4 0 1 22 2 14 0 0 11 2 1 9 9 0 0 1 9 11 1 0 0 0 2 0 1 0 1 0 4 0 0 0 0 0 1 0 0 0 2 0 0 0
"UCKL1-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCMA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCN" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCN2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCN3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCP2" 1 16 7 22 2 4 6 15 47 28 12 0 10 60 48 6 1 42 10 31 0 2 33 6 112 70 22 104 20 0 18 1 0 13 40 3 3 1 5 16 58 32 8 0 2 168 12 34 0 17 18 0 26 2 0 29 0 0 25 16 2 0 3 0 14 0 4 0 4 1 30 46 6 0 5 8 3 0 1 1 4 2 47 217 76 62 0 225 4 55 23 20 1 0 0 1 22 16 1 0 1
"UCP3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UEVLD" 0 0 0 0 0 0 0 7 2 0 0 0 1 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 22 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UFC1" 16 0 8 4 0 3 0 17 0 1 11 0 34 40 9 25 24 11 1 14 1 0 7 11 61 2 16 47 0 11 0 0 93 25 3 10 0 34 37 12 33 48 50 21 15 30 8 1 39 27 18 93 52 18 4 3 15 18 23 15 0 9 20 6 7 0 8 3 0 13 9 22 8 3 35 1 14 54 4 0 10 28 28 180 112 5 5 159 152 8 87 0 2 83 44 0 3 28 10 2 2
"UFD1L" 0 6 13 0 0 1 1 0 6 3 0 1 0 1 1 11 0 2 4 9 1 0 0 6 24 64 0 0 0 0 0 0 0 26 0 4 0 0 0 0 0 4 0 0 0 0 0 0 0 9 1 0 11 6 13 31 1 0 12 0 0 0 0 0 24 0 0 12 0 13 1 0 10 0 21 8 0 0 2 0 0 4 1 103 0 0 0 136 27 0 6 0 7 2 0 1 0 0 0 0 0
"UFL1" 3 12 20 0 0 1 0 4 0 0 3 2 1 13 7 10 8 1 0 1 60 11 6 5 6 18 0 4 0 0 3 0 19 31 2 0 1 0 48 1 33 1 5 0 0 14 0 0 15 3 18 0 0 1 0 45 26 1 4 5 0 0 2 7 2 0 0 6 0 13 10 6 0 0 0 4 0 15 0 0 3 0 30 55 42 0 0 0 0 0 42 0 0 20 0 3 0 0 0 0 0
"UFM1" 0 0 9 3 0 1 0 4 29 12 6 4 0 1 16 6 0 3 0 12 0 22 14 3 9 67 13 24 8 0 0 0 10 8 1 3 2 0 0 15 29 21 34 0 1 69 1 1 28 8 2 11 3 6 9 27 2 15 0 3 0 2 36 0 19 0 7 0 0 8 7 23 0 0 37 0 14 26 4 0 5 0 11 0 71 21 0 57 35 6 45 0 4 0 0 0 0 1 39 0 1
"UFSP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 34 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UFSP2" 0 0 0 0 0 0 0 8 0 2 0 0 0 0 4 0 0 3 0 0 0 0 0 0 11 32 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 3 0 8 0 0 4 2 0 0 2 0 0 8 0 0 0 0 0 0 0 4 5 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 26 0 0 2 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0
"UG0898H09" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGCG" 0 0 9 7 0 0 0 0 25 1 2 0 7 0 31 0 0 0 0 1 0 2 14 0 16 1 1 0 9 0 0 0 0 24 0 0 2 0 0 0 2 1 0 0 1 0 0 0 12 0 0 17 6 1 0 17 0 0 1 12 0 0 0 0 0 0 0 0 0 2 10 0 0 0 0 0 3 0 0 0 6 8 0 0 10 0 0 62 49 4 16 5 0 0 0 0 1 0 0 0 0
"UGDH" 0 0 4 5 0 0 0 0 3 0 0 0 0 3 5 2 0 6 0 0 1 0 1 4 52 12 2 0 0 1 0 1 10 59 1 0 0 0 1 0 0 23 0 0 0 0 0 0 37 1 9 1 1 1 0 1 1 0 0 0 0 2 0 0 0 0 1 5 0 0 14 1 4 0 0 0 0 1 1 0 0 0 0 0 0 0 0 4 0 0 9 30 0 0 0 0 0 0 0 0 0
"UGDH-AS1" 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGGT1" 0 0 0 16 2 1 0 9 0 5 7 1 0 12 35 0 3 1 0 10 1 0 5 2 3 1 15 0 1 0 1 9 18 18 0 0 0 0 0 14 41 7 1 0 2 4 4 13 1 7 0 1 25 7 12 6 3 4 7 5 0 0 0 5 1 6 0 2 1 1 8 0 0 0 18 0 0 0 1 0 2 1 1 2 73 1 0 33 5 0 0 0 0 25 51 0 9 0 0 0 0
"UGGT2" 1 0 3 0 0 0 0 0 0 0 4 2 0 0 1 2 0 1 0 0 0 1 0 0 2 9 0 0 0 0 0 0 5 0 1 4 0 0 0 0 0 0 2 0 0 28 0 26 1 4 0 0 0 0 4 16 0 2 0 0 0 2 0 0 0 0 1 0 0 0 9 0 0 0 0 0 7 6 0 0 3 2 21 2 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGP2" 1 11 0 9 3 0 2 0 0 5 10 25 2 7 1 0 31 2 0 0 18 0 1 6 34 58 14 0 0 0 0 0 0 15 25 0 2 0 0 1 0 0 0 0 0 1 3 0 13 11 0 1 13 1 0 0 21 0 19 12 0 6 0 0 15 1 11 5 0 2 0 0 0 1 0 0 6 0 0 0 0 15 22 1 22 0 0 26 17 6 9 0 13 22 0 20 0 53 8 4 0
"UGT1A1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT1A10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT1A3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT1A4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT1A5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT1A6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT1A7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT1A8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT1A9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT2A1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT2A2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT2A3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT2B10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT2B11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT2B15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT2B17" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT2B28" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT2B4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT2B7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT3A1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT3A2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UGT8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UHMK1" 3 1 0 8 0 0 0 5 7 0 10 1 10 2 1 0 5 2 0 0 0 0 15 5 10 32 0 0 1 0 3 0 0 11 1 1 2 0 0 0 1 10 12 0 24 1 0 0 10 5 1 1 10 0 9 11 11 0 0 0 1 0 14 5 12 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 8 7 0 31 0 0 26 0 3 5 1 0 0 0 0 1 0 0 0 0
"UHRF1" 0 0 0 0 0 3 0 9 1 7 10 0 1 20 2 1 0 8 2 1 0 10 38 6 39 39 2 4 8 0 0 1 0 42 27 3 0 0 27 35 8 34 1 0 0 36 8 0 41 5 5 23 9 14 0 0 0 53 27 14 0 38 1 6 15 0 5 6 0 4 19 0 0 0 35 0 5 27 0 16 2 0 6 105 1 9 0 122 141 5 16 0 0 27 16 0 1 0 0 0 0
"UHRF1BP1" 0 0 0 0 0 0 0 0 10 2 10 15 0 1 7 0 0 11 0 0 0 17 7 2 1 1 0 0 0 0 0 1 0 0 0 0 0 0 27 0 0 0 0 0 17 0 2 0 16 0 9 0 0 0 0 10 0 0 0 1 2 0 0 0 0 3 1 0 0 14 15 2 0 0 0 0 0 1 0 0 0 0 0 11 32 2 0 0 1 0 0 0 0 1 0 0 0 3 1 0 0
"UHRF1BP1L" 3 0 7 0 0 0 1 0 0 0 0 13 1 10 0 8 3 1 0 6 0 2 0 0 8 0 0 0 0 4 0 0 2 0 4 0 0 0 0 0 1 19 0 0 1 0 0 0 7 0 0 0 1 6 0 9 18 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 56 6 8 0 11 75 1 0 1 0 0 0 0 0 0 0 0 1
"UHRF2" 11 9 0 0 1 0 1 2 1 1 4 15 1 12 1 11 0 5 0 0 0 16 19 0 9 0 1 0 0 2 0 0 0 9 1 0 0 0 0 30 1 24 2 0 0 30 2 0 0 3 15 0 5 3 3 0 0 0 21 15 0 0 0 0 1 0 0 0 2 4 8 2 0 2 0 7 4 0 0 0 4 4 3 4 0 22 0 1 0 0 17 3 0 23 39 0 0 1 2 1 23
"UIMC1" 0 0 0 9 6 0 0 0 9 0 0 2 4 1 0 0 0 0 2 0 0 0 0 1 18 0 2 8 0 7 0 0 0 1 0 0 0 0 0 0 27 10 6 3 1 0 0 2 0 4 0 2 3 5 3 0 2 1 2 0 0 6 0 0 29 1 12 0 0 0 0 0 0 2 0 0 1 1 5 0 2 0 15 12 0 36 0 24 7 0 0 11 0 0 0 1 0 0 0 0 0
"ULBP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ULBP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
