"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_25009","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola"
"ASV_25010","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_25011","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV_25012","Bacteria","Chloroflexi",NA,NA,NA,NA
"ASV_25013","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"ASV_25014","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_25015","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_25016","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_25017","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_25018","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_25019","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV_25020","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_25021","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV_25022","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV_25023","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_25024","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales",NA,NA
"ASV_25025","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV_25026","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA
"ASV_25027","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_25028","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter"
"ASV_25029","Bacteria","Myxococcota","Polyangia","Blfdi19",NA,NA
"ASV_25030","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_25031","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV_25032","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_25033","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"ASV_25034","Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV_25035","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_25036","Bacteria","Chloroflexi","Dehalococcoidia","Dehalococcoidales",NA,NA
"ASV_25037","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","PBS-18",NA
"ASV_25038","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_25039","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_25040","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Allocatelliglobosispora"
"ASV_25041","Bacteria","Actinobacteriota","Actinobacteria",NA,NA,NA
"ASV_25042","Bacteria","Actinobacteriota","Actinobacteria","0319-7L14",NA,NA
"ASV_25043","Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,NA
"ASV_25044","Bacteria","Planctomycetota","Pla3 lineage",NA,NA,NA
"ASV_25045","Bacteria","Acidobacteriota","Blastocatellia","DS-100",NA,NA
"ASV_25046","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"ASV_25047","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV_25048","Bacteria","Acidobacteriota","Blastocatellia","11月24日",NA,NA
"ASV_25049","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV_25050","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_25051","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","PHOS-HE36",NA
"ASV_25052","Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f",NA,NA
"ASV_25053","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Sporomusa"
"ASV_25054","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae",NA
"ASV_25055","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"ASV_25056","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus"
"ASV_25057","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter"
"ASV_25058","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV_25059","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"ASV_25060","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA
"ASV_25061","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"ASV_25062","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Candidatus Anammoximicrobium"
"ASV_25063","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_25064","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",NA
"ASV_25065","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"ASV_25066","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_25067","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_25068","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Schlesneria"
"ASV_25069","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_25070","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV_25071","Bacteria","Actinobacteriota","Actinobacteria","0319-7L14",NA,NA
"ASV_25072","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_25073","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV_25074","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_25075","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_25076","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV_25077","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_25078","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13",NA
"ASV_25079","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella"
"ASV_25080","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA
"ASV_25081","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_25082","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_25083","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_25084","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_25085","Bacteria","Chloroflexi","Gitt-GS-136",NA,NA,NA
"ASV_25086","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV_25087","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_25088","Bacteria","Planctomycetota","Pla3 lineage",NA,NA,NA
"ASV_25089","Bacteria","Nitrospirota","Thermodesulfovibrionia",NA,NA,NA
"ASV_25090","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylobacter"
"ASV_25091","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae",NA
"ASV_25092","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"ASV_25093","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_25094","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_25095","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","AKYG1722",NA
"ASV_25096","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_25097","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter"
"ASV_25098","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_25099","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_25100","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV_25101","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Aridibacter"
"ASV_25102","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV_25103","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae",NA
"ASV_25104","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Longispora"
"ASV_25105","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_25106","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_25107","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV_25108","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales",NA,NA
"ASV_25109","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV_25110","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"ASV_25111","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_25112","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga"
"ASV_25113","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_25114","Bacteria","Armatimonadota",NA,NA,NA,NA
"ASV_25115","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys"
"ASV_25116","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ASV_25117","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV_25118","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA
"ASV_25119","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius"
"ASV_25120","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_25121","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_25122","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus"
"ASV_25123","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_25124","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_25125","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA
"ASV_25126","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_25127","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_25128","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Polycyclovorans"
"ASV_25129","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44"
"ASV_25130","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"ASV_25131","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_25132","Bacteria","Chloroflexi",NA,NA,NA,NA
"ASV_25133","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_25134","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"ASV_25135","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_25136","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"ASV_25137","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura"
"ASV_25138","Bacteria","Gemmatimonadota","AKAU4049",NA,NA,NA
"ASV_25139","Bacteria","Firmicutes","Limnochordia","Hydrogenispora",NA,NA
"ASV_25140","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea"
"ASV_25141","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella"
"ASV_25142","Bacteria","Acidobacteriota","Subgroup 21",NA,NA,NA
"ASV_25143","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter"
"ASV_25144","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_25145","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_25146","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV_25147","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_25148","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_25149","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter"
"ASV_25150","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_25151","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ASV_25152","Bacteria","Armatimonadota",NA,NA,NA,NA
"ASV_25153","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV_25154","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"ASV_25155","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA
"ASV_25156","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV_25157","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA
"ASV_25158","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"ASV_25159","Bacteria","Acidobacteriota","Blastocatellia","11月24日",NA,NA
"ASV_25160","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_25161","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV_25162","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV_25163","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV_25164","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA
"ASV_25165","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter"
"ASV_25166","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV_25167","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV_25168","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV_25169","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_25170","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_25171","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales",NA,NA
"ASV_25172","Bacteria","Chloroflexi","AD3",NA,NA,NA
"ASV_25173","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"ASV_25174","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_25175","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"ASV_25176","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"ASV_25177","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","Thermomicrobiaceae","Nitrolancea"
"ASV_25178","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae",NA
"ASV_25179","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_25180","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"ASV_25181","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Verruc-01"
"ASV_25182","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_25183","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_25184","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA
"ASV_25185","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV_25186","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_25187","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_25188","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae",NA
"ASV_25189","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"ASV_25190","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV_25191","Bacteria","Elusimicrobiota","Lineage IIa",NA,NA,NA
"ASV_25192","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_25193","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_25194","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_25195","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"ASV_25196","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_25197","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV_25198","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Planktosalinus"
"ASV_25199","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salinimicrobium"
"ASV_25200","Bacteria","Acidobacteriota","Subgroup 21",NA,NA,NA
"ASV_25201","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_25202","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV_25203","Bacteria","Firmicutes","Clostridia","Clostridiales","Caloramatoraceae","Fonticella"
"ASV_25204","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_25205","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea"
"ASV_25206","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus"
"ASV_25207","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV_25208","Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium"
"ASV_25209","Bacteria","Gemmatimonadota","PAUC43f marine benthic group",NA,NA,NA
"ASV_25210","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter"
"ASV_25211","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_25212","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA
"ASV_25213","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_25214","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",NA
"ASV_25215","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV_25216","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A clade",NA,NA
"ASV_25217","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_25218","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter"
"ASV_25219","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ASV_25220","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV_25221","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"ASV_25222","Bacteria","Actinobacteriota","Actinobacteria","0319-7L14",NA,NA
"ASV_25223","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_25224","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_25225","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_25226","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_25227","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV_25228","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_25229","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis"
"ASV_25230","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_25231","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV_25232","Bacteria","Acidobacteriota","Subgroup 21",NA,NA,NA
"ASV_25233","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3",NA
"ASV_25234","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_25235","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
